Observation id;Observation date;Description;Media file;Total length;FPS;Subject;Session;Trial Order;Date;Condition;Behavior;Behavioral category;Modifiers;Behavior type;Start (s);Stop (s);Duration (s);Comment start;Comment stop
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Non-functional;Arriving at start of trial;Movement;;STATE;437.662;451.164;13.502;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Non-functional;Solve to toy;Time Spent;;STATE;452.667;457.165;4.498;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Non-functional;Toy to end of trial;Time Spent;;STATE;457.165;505.916;48.751;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Non-functional;Left box;Proximity;;STATE;458.166;467.665;9.499;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Non-functional;Right box (front);Proximity;;STATE;467.665;510.916;43.251;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Non-functional;Researcher absent;Researcher status;;STATE;472.912;505.916;33.004;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Non-functional;Researcher present;Researcher status;;STATE;505.916;535.416;29.500;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Non-functional;Exiting at end of trial;Movement;;STATE;510.916;527.912;16.996;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Functional;Trial type;;STATE;552.663;626.911;74.248;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher present;Researcher status;;STATE;552.663;581.914;29.251;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Arriving at start of trial;Movement;;STATE;555.661;556.664;1.003;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Solve to toy;Time Spent;;STATE;557.665;565.163;7.498;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Toy to end of trial;Time Spent;;STATE;566.160;620.414;54.254;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Left box;Proximity;;STATE;567.912;575.913;8.001;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Right box (front);Proximity;;STATE;575.913;622.409;46.496;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher absent;Researcher status;;STATE;582.410;620.414;38.004;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher present;Researcher status;;STATE;620.414;626.911;6.497;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Exiting at end of trial;Movement;;STATE;622.409;624.663;2.254;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Functional;Trial type;;STATE;634.911;694.909;59.998;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher present;Researcher status;;STATE;634.911;657.161;22.250;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Arriving at start of trial;Movement;;STATE;639.917;640.918;1.001;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Solve to toy;Time Spent;;STATE;642.913;645.914;3.001;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Left box;Proximity;;STATE;645.914;650.912;4.998;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Toy to end of trial;Time Spent;;STATE;645.914;688.664;42.750;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Right box (front);Proximity;;STATE;650.912;689.414;38.502;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher absent;Researcher status;;STATE;657.161;688.408;31.247;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher present;Researcher status;;STATE;687.911;694.909;6.998;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Exiting at end of trial;Movement;;STATE;689.414;693.659;4.245;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Functional;Trial type;;STATE;707.415;777.412;69.997;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher present;Researcher status;;STATE;707.415;729.412;21.997;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Arriving at start of trial;Movement;;STATE;711.410;712.417;1.007;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Solve to toy;Time Spent;;STATE;712.661;714.415;1.754;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Toy to end of trial;Time Spent;;STATE;714.911;760.664;45.753;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Left box;Proximity;;STATE;715.420;724.663;9.243;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Right box (front);Proximity;;STATE;724.663;763.161;38.498;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher absent;Researcher status;;STATE;729.412;760.664;31.252;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher present;Researcher status;;STATE;760.664;777.909;17.245;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Exiting at end of trial;Movement;;STATE;763.161;767.661;4.500;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Functional;Trial type;;STATE;786.165;843.909;57.744;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher present;Researcher status;;STATE;786.165;808.912;22.747;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Arriving at start of trial;Movement;;STATE;787.666;788.665;0.999;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Solve to toy;Time Spent;;STATE;791.664;792.661;0.997;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Toy to end of trial;Time Spent;;STATE;793.167;841.663;48.496;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Left box;Proximity;;STATE;793.668;800.662;6.994;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Right box (front);Proximity;;STATE;800.662;843.909;43.247;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher absent;Researcher status;;STATE;808.912;840.915;32.003;;
ES_Child_106;04.06.2023 02:19;ES_Child_106;/Users/eliza/Everything/ES106 3y11m M LHS.mov;881.410;29,97;ES106;;2;40423;Functional;Researcher present;Researcher status;;STATE;840.915;843.909;2.994;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Non-functional;Trial type;;STATE;265.165;324.164;58.999;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher present;Researcher status;;STATE;265.165;297.661;32.496;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Arriving at start of trial;Movement;;STATE;272.409;274.414;2.005;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Solve to toy;Time Spent;;STATE;275.661;284.664;9.003;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Talking (confusion);Communication;;STATE;277.911;282.666;4.755;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Toy to end of trial;Time Spent;;STATE;284.664;316.410;31.746;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Left box;Proximity;;STATE;292.157;303.916;11.759;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher absent;Researcher status;;STATE;297.661;316.410;18.749;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Fiddling with wood;Fiddling;;STATE;303.916;305.409;1.493;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Right box (front);Proximity;;STATE;303.916;305.409;1.493;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Midd box;Proximity;;STATE;305.409;306.915;1.506;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Left box;Proximity;;STATE;306.915;310.915;4.000;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Right box (front);Proximity;;STATE;310.915;319.914;8.999;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Fiddling with wood;Fiddling;;STATE;312.415;315.417;3.002;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher present;Researcher status;;STATE;316.410;324.164;7.754;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Exiting at end of trial;Movement;;STATE;319.914;322.663;2.749;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Non-functional;Trial type;;STATE;368.156;415.660;47.504;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher present;Researcher status;;STATE;368.409;391.164;22.755;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Arriving at start of trial;Movement;;STATE;374.910;375.662;0.752;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Solve to toy;Time Spent;;STATE;378.159;383.663;5.504;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Talking (confusion);Communication;;STATE;379.659;380.161;0.502;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Right box (front);Proximity;;STATE;380.161;381.665;1.504;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Left box;Proximity;;STATE;381.665;411.406;29.741;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Fiddling with wood;Fiddling;;STATE;383.663;385.166;1.503;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Toy to end of trial;Time Spent;;STATE;383.663;409.165;25.502;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher absent;Researcher status;;STATE;391.164;409.165;18.001;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher present;Researcher status;;STATE;409.165;415.660;6.495;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Exiting at end of trial;Movement;;STATE;411.406;413.912;2.506;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Non-functional;Trial type;;STATE;429.663;475.415;45.752;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher present;Researcher status;;STATE;429.663;448.164;18.501;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Arriving at start of trial;Movement;;STATE;433.912;435.160;1.248;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Solve to toy;Time Spent;;STATE;436.657;442.412;5.755;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Talking (confusion);Communication;;STATE;437.909;438.412;0.503;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Fiddling with wood;Fiddling;;STATE;439.407;441.414;2.007;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Left box;Proximity;;STATE;442.412;469.161;26.749;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Toy to end of trial;Time Spent;;STATE;442.412;468.166;25.754;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher absent;Researcher status;;STATE;448.164;468.166;20.002;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher present;Researcher status;;STATE;468.166;475.415;7.249;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Exiting at end of trial;Movement;;STATE;469.161;473.413;4.252;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Non-functional;Trial type;;STATE;499.169;549.414;50.245;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher present;Researcher status;;STATE;499.658;516.660;17.002;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Arriving at start of trial;Movement;;STATE;501.915;505.919;4.004;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Solve to toy;Time Spent;;STATE;507.661;512.159;4.498;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Left box;Proximity;;STATE;509.413;538.914;29.501;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Toy to end of trial;Time Spent;;STATE;512.159;538.914;26.755;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher absent;Researcher status;;STATE;516.660;538.914;22.254;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Researcher present;Researcher status;;STATE;538.416;549.414;10.998;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Non-functional;Exiting at end of trial;Movement;;STATE;538.914;543.414;4.500;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Functional;Trial type;;STATE;579.909;626.409;46.500;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Researcher present;Researcher status;;STATE;579.909;598.161;18.252;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Arriving at start of trial;Movement;;STATE;583.414;584.906;1.492;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Solve to toy;Time Spent;;STATE;587.166;589.165;1.999;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Toy to end of trial;Time Spent;;STATE;589.913;618.663;28.750;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Left box;Proximity;;STATE;590.662;597.666;7.004;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Right box (front);Proximity;;STATE;597.666;619.161;21.495;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Researcher absent;Researcher status;;STATE;598.161;618.663;20.502;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Fiddling with wood;Fiddling;;STATE;599.161;608.410;9.249;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Peek on top;Peeking;;STATE;609.917;618.409;8.492;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Fiddling with wood;Fiddling;;STATE;616.416;617.664;1.248;;
ES_Child_108;04.06.2023 02:40;ES_Child_108;/Users/eliza/Everything/ES108 3y2m M ECEP.mov;975.010;29,97;ES108;;2;41223;Functional;Researcher present;Researcher status;;STATE;618.663;626.409;7.746;;
