Observation id;Observation date;Description;Media file;Total length;FPS;Subject;Session;Trial Order;Date;Condition;Behavior;Behavioral category;Modifiers;Behavior type;Start (s);Stop (s);Duration (s);Comment start;Comment stop
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Solve to toy;Time Spent;;STATE;165.565;166.318;0.753;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Left box;Proximity;;STATE;167.316;173.067;5.751;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Toy to end of trial;Time Spent;;STATE;169.068;201.318;32.250;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Right box (front);Proximity;;STATE;173.067;202.067;29.000;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Researcher absent;Researcher status;;STATE;177.318;201.318;24.000;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;201.318;207.815;6.497;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Exiting at end of trial;Movement;;STATE;202.067;205.319;3.252;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Functional;Trial type;;STATE;214.364;259.614;45.250;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;214.364;230.614;16.250;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Arriving at start of trial;Movement;;STATE;217.364;219.116;1.752;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Solve to toy;Time Spent;;STATE;219.863;220.861;0.998;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Left box;Proximity;;STATE;222.114;227.365;5.251;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Toy to end of trial;Time Spent;;STATE;222.114;255.614;33.500;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Right box (front);Proximity;;STATE;227.365;255.864;28.499;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Researcher absent;Researcher status;;STATE;230.614;255.614;25.000;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;255.614;259.614;4.000;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Exiting at end of trial;Movement;;STATE;256.363;258.615;2.252;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Arriving at start of trial;Movement;;STATE;271.111;272.864;1.753;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Functional;Trial type;;STATE;271.111;313.364;42.253;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;271.111;283.866;12.755;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Solve to toy;Time Spent;;STATE;273.864;274.865;1.001;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Left box;Proximity;;STATE;275.612;283.866;8.254;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Toy to end of trial;Time Spent;;STATE;275.612;307.863;32.251;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Right box (front);Proximity;;STATE;283.866;308.863;24.997;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Researcher absent;Researcher status;;STATE;283.866;307.863;23.997;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;307.863;313.864;6.001;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Functional;Exiting at end of trial;Movement;;STATE;308.863;311.865;3.002;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Non-functional;Trial type;;STATE;323.615;374.617;51.002;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;323.615;343.614;19.999;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Arriving at start of trial;Movement;;STATE;324.865;326.616;1.751;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Solve to toy;Time Spent;;STATE;327.866;333.365;5.499;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;333.863;369.612;35.749;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Left box;Proximity;;STATE;335.365;341.614;6.249;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Right box (front);Proximity;;STATE;341.614;369.612;27.998;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher absent;Researcher status;;STATE;343.614;369.612;25.998;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;369.612;374.364;4.752;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Exiting at end of trial;Movement;;STATE;370.116;372.114;1.998;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Non-functional;Trial type;;STATE;385.864;439.864;54.000;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;386.365;408.612;22.247;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Arriving at start of trial;Movement;;STATE;390.115;392.618;2.503;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Solve to toy;Time Spent;;STATE;393.862;399.614;5.752;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;400.113;432.361;32.248;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Left box;Proximity;;STATE;403.113;404.865;1.752;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Right box (front);Proximity;;STATE;406.113;433.865;27.752;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher absent;Researcher status;;STATE;408.612;432.361;23.749;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;432.361;441.114;8.753;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Exiting at end of trial;Movement;;STATE;433.865;437.365;3.500;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Arriving at start of trial;Movement;;STATE;451.864;454.116;2.252;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Non-functional;Trial type;;STATE;451.864;500.116;48.252;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;451.864;472.366;20.502;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Solve to toy;Time Spent;;STATE;454.861;461.613;6.752;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;462.865;494.865;32.000;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Left box;Proximity;;STATE;464.114;472.366;8.252;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Right box (front);Proximity;;STATE;472.366;496.115;23.749;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher absent;Researcher status;;STATE;472.366;494.865;22.499;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;494.865;500.362;5.497;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Exiting at end of trial;Movement;;STATE;496.115;498.865;2.750;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Arriving at start of trial;Movement;;STATE;513.363;514.863;1.500;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Non-functional;Trial type;;STATE;513.363;554.864;41.501;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;513.363;529.367;16.004;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Solve to toy;Time Spent;;STATE;515.863;520.863;5.000;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;521.612;554.364;32.752;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Left box;Proximity;;STATE;522.615;526.116;3.501;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Right box (front);Proximity;;STATE;526.613;554.364;27.751;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher absent;Researcher status;;STATE;529.612;552.866;23.254;;
ES_Child_123;31.05.2023 17:39;ES_Child_123;/Users/eliza/Everything/ES123 3y8m F Zoo.mov;570.590;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;553.365;554.864;1.499;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Functional;Trial type;;STATE;128.433;210.687;82.254;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;128.433;168.933;40.500;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Arriving at start of trial;Movement;;STATE;142.182;144.183;2.001;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Solve to toy;Time Spent;;STATE;145.184;145.935;0.751;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Left box;Proximity;;STATE;146.681;163.683;17.002;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Toy to end of trial;Time Spent;;STATE;146.681;197.433;50.752;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Right box (front);Proximity;;STATE;164.937;199.184;34.247;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher absent;Researcher status;;STATE;169.184;197.433;28.249;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;197.433;210.935;13.502;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Exiting at end of trial;Movement;;STATE;199.685;202.684;2.999;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Functional;Trial type;;STATE;220.187;267.683;47.496;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;220.436;236.935;16.499;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Arriving at start of trial;Movement;;STATE;221.185;222.434;1.249;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Solve to toy;Time Spent;;STATE;223.182;223.936;0.754;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Toy to end of trial;Time Spent;;STATE;223.937;262.433;38.496;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Left box;Proximity;;STATE;225.431;232.435;7.004;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Right box (front);Proximity;;STATE;232.435;262.433;29.998;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher absent;Researcher status;;STATE;237.431;260.684;23.253;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;260.436;267.436;7.000;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Exiting at end of trial;Movement;;STATE;262.433;264.685;2.252;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Functional;Trial type;;STATE;277.186;328.184;50.998;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;277.434;295.933;18.499;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Arriving at start of trial;Movement;;STATE;279.935;282.685;2.750;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Solve to toy;Time Spent;;STATE;284.431;284.681;0.250;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Toy to end of trial;Time Spent;;STATE;286.433;323.432;36.999;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Left box;Proximity;;STATE;287.680;294.185;6.505;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Right box (front);Proximity;;STATE;294.683;323.187;28.504;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher absent;Researcher status;;STATE;296.186;320.931;24.745;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;321.187;328.681;7.494;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Exiting at end of trial;Movement;;STATE;324.432;327.432;3.000;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Functional;Trial type;;STATE;339.185;407.681;68.496;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;339.185;366.432;27.247;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Arriving at start of trial;Movement;;STATE;343.185;345.682;2.497;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Solve to toy;Time Spent;;STATE;348.181;348.684;0.503;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Left box;Proximity;;STATE;350.930;362.934;12.004;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Toy to end of trial;Time Spent;;STATE;352.931;397.930;44.999;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Right box (front);Proximity;;STATE;363.935;375.682;11.747;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher absent;Researcher status;;STATE;366.934;396.933;29.999;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Right side peek;Peeking;;STATE;375.682;376.434;0.752;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Right box (front);Proximity;;STATE;378.929;393.681;14.752;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Midd box;Proximity;;STATE;393.681;400.435;6.754;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Researcher present;Researcher status;;STATE;396.933;407.933;11.000;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Functional;Exiting at end of trial;Movement;;STATE;400.934;405.430;4.496;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Non-functional;Trial type;;STATE;416.433;494.616;78.183;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;416.685;453.184;36.499;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Arriving at start of trial;Movement;;STATE;421.684;427.933;6.249;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Solve to toy;Time Spent;;STATE;429.683;435.682;5.999;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Toy to end of trial;Time Spent;;STATE;435.683;482.933;47.250;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Left box;Proximity;;STATE;436.432;438.433;2.001;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Right box (front);Proximity;;STATE;438.433;441.682;3.249;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Left box;Proximity;;STATE;441.682;450.682;9.000;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Right box (front);Proximity;;STATE;450.682;465.346;14.664;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher absent;Researcher status;;STATE;453.184;482.933;29.749;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Midd box;Proximity;;STATE;465.346;488.121;22.775;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Touching striped bar;Fiddling;;STATE;467.095;481.593;14.498;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;482.933;494.368;11.435;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Exiting at end of trial;Movement;;STATE;489.367;493.369;4.002;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Non-functional;Trial type;;STATE;503.617;590.617;87.000;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Researcher present;Researcher status;;STATE;504.116;553.866;49.750;;
ES_Child_124;31.05.2023 20:22;ES_Child_124;/Users/eliza/Everything/ES124 3y1m M Zoo.mov;852.380;29,97;ES124;;1;42323;Non-functional;Arriving at start of trial;Movement;;STATE;509.618;514.867;5.249;;
